name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206227049018,"£21,995",10963,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross Estate,https://www.autotrader.co.uk/car-details/202203294058476,"£19,180",18580,,Automatic,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206096608413,"£17,791",19936,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202203223841938,"£20,400",28774,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross Estate,https://www.autotrader.co.uk/car-details/202204295168141,"£17,956",13585,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202202192742783,"£18,995",19553,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206216991256,"£19,000",10719,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206146781130,"£23,295",13871,,Automatic,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205286266599,"£19,995",17017,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206237078739,"£17,990",12796,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206096608415,"£17,441",22609,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205306298763,"£21,167",5678,,Automatic,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206156820429,"£21,095",9500,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206206971011,"£19,850",10986,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
