name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206166852645,"£18,995",69000,178,Automatic,Diesel,2,Pickup,,2.0L,2016 (65 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202203103410482,"£22,457",51412,180,Automatic,Diesel,,Pickup,,2.0L,2016 (16 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202205195884211,"£19,995",59500,178,Manual,Diesel,2,Pickup,,2.0L,2016 (66 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202202182698415,"£24,000",69000,180,Automatic,Diesel,,,,2.0L,2016 (66 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202109157400022,"£18,995",90739,178,Manual,Diesel,2,Pickup,,2.0L,2016 (16 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202110228780309,"£17,400",115000,178,Automatic,Diesel,,Pickup,,2.0L,2016 (66 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206086603911,"£20,479",89000,178,Automatic,Diesel,,Pickup,,2.0L,2016 (66 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202204084462011,"£22,639",71628,178,Automatic,Diesel,,Pickup,,2.0L,2016 (16 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202204054337817,"£18,250",71000,180,Automatic,Diesel,,Pickup,,2.0L,2016 (66 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206176894626,"£21,594",85000,178,Automatic,Diesel,2,Pickup,,2.0L,2016 (66 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202202012031410,"£21,594",85000,178,Automatic,Diesel,,Pickup,,2.0L,2016 (66 reg)
